form	wsafter	testid
ilyenkor	""	.
,	" "	.
a	" "	.
kudarctól	" "	.
való	" "	.
drukk	" "	.
vagy	" "	.
sokk	" "	.
állandó	" "	.
jelenléte	" "	.
dacára	" "	.
is	""	.
,	" "	.
inkább	" "	.
kedvemre	" "	.
mint	" "	.
ellenemre	" "	.
van	""	.
.	"\n"	.

Nehezen	" "	.
tudom	" "	.
elképzelni	""	.
,	" "	.
hogy	" "	.
apám	" "	.
a	" "	.
valamelyik	" "	.
haszonleső	" "	.
maffiózó	" "	.
által	" "	.
elétárt	" "	.
Porhüvelyt	" "	.
ne	" "	.
vizsgálta	" "	v1
volna	" "	.
meg	" "	p1
alaposan	""	.
,	" "	.
valóban	" "	.
azt	" "	.
kapja	" "	v2
-e	" "	.
meg	" "	p2
,	" "	.
amit	" "	.
áhít	""	.
.	"\n"	.

Ram	" "	.
lelkében	" "	.
mozdult	" "	v1
csak	" "	.
meg	" "	p1
valami	""	.
,	" "	.
mert	" "	.
ő	" "	.
érteni	" "	.
vélte	" "	.
a	" "	.
Mesternek	" "	.
ideáját	""	.
.	"\n"	.

Leszúrlak	""	.
,	" "	.
ha	" "	.
meg	" "	p1
akarsz	" "	.
lógni	" "	v1
.	"\n"	.

-	" "	.
Ez	" "	.
egy	" "	.
kétségbeesett	" "	.
segélykiáltás	" "	.
volt	""	.
,	" "	.
s	" "	.
névvel	" "	.
jegyezve	" "	.
az	" "	.
első	" "	.
eredménye	" "	.
az	" "	.
lett	" "	.
volna	""	.
,	" "	.
hogy	" "	.
két	" "	.
óra	" "	.
múltán	" "	.
már	" "	.
le	" "	p1
is	" "	.
tartóztattak	" "	v1
volna	""	.
.	"\n"	.

Addig	" "	.
is	" "	.
azonban	" "	.
meg	" "	.
kellene	" "	.
komolyan	" "	.
vizsgálni	""	.
,	" "	.
hogy	" "	.
azok	" "	.
az	" "	.
állami	" "	.
kiadók	""	.
,	" "	.
amelyeknek	" "	.
elvileg	" "	.
magyar	" "	.
nyelvű	" "	.
könyveket	" "	.
is	" "	.
ki	" "	p1
kellene	" "	.
hozniok	" "	v1
,	" "	.
ezt	" "	.
a	" "	.
feladatukat	" "	.
miért	" "	.
nem	" "	.
teljesítik	""	.
.	"\n"	.

Az	" "	.
ilyesmihez	" "	.
pedig	" "	.
hozzá	" "	p1
voltam	" "	.
szokva	" "	v1
.	"\n"	.

Vásárlók	" "	.
mind	" "	.
el	" "	p0
.	"\n"	.

Panaszolta	" "	.
is	" "	.
később	" "	.
az	" "	.
igazgató	" "	.
Prielle	" "	.
Kornéliának	""	.
:	" "	.
"	" "	.
különös	" "	.
asszony	" "	.
ez	" "	.
a	" "	.
Jászai	""	.
:	" "	.
nekiadtam	" "	.
az	" "	.
Évát	""	.
,	" "	.
s	" "	.
még	" "	.
csak	" "	.
fel	" "	p1
se	" "	.
csillant	" "	v1
a	" "	.
szeme	""	.
!	" "	.

"	"\n"	.
Hogy	" "	.
menekűlt	" "	.
az	" "	.
a	" "	.
réműlt	" "	.
kukac	""	.
,	" "	.
mikor	" "	.
szétbuggyantottad	" "	.
rejtekét	""	.
!	" "	.
hogy	" "	.
bújt	""	.
,	" "	.
vissza	""	.
,	" "	.
az	" "	.
eltűnt	" "	.
éjbe	""	.
!	" "	.
még	" "	.
beljebb	""	.
,	" "	.
a	" "	.
mag	" "	.
alá	""	.
!	" "	.
hogy	" "	.
bújt	" "	v1
csupasz	" "	.
titka	" "	.
be	" "	p1
a	" "	.
takaró	" "	.
húsba	""	.
,	" "	.
az	" "	.
áldott	" "	.
édenbe	""	.
,	" "	.
a	" "	.
biztosba	""	.
!...	" "	.

Szép	" "	.
vonaglása	" "	.
tán	" "	.
hóhéra	" "	.
kezét	" "	.
átkozta	""	.
,	" "	.
s	" "	.
azt	" "	.
jósolta	""	.
:	" "	.
"	" "	.
Nem	" "	.
maradsz	" "	.
rejtve	" "	.
te	" "	.
sem	" "	.
a	" "	.
romlástól	""	.
!	" "	.
nem	" "	.
a	" "	.
leleplezéstől	""	.
:	" "	.
életed	" "	.
ura	" "	.
a	" "	.
vak	" "	.
véletlen	""	.
!	" "	.

"	""	.
...	" "	.

Sorstragédia	" "	.
szinháza	" "	.
lett	" "	.
az	" "	.
a	" "	.
kék	" "	.
szilvaszem	""	.
...	"\n"	.

Amata	" "	.
megemberelhette	" "	.
magát	""	.
,	" "	.
gondolta	" "	.
Latinus	""	.
,	" "	.
általában	" "	.
nem	" "	.
esznek	" "	.
főttet	" "	.
ők	" "	.
este	""	.
,	" "	.
de	" "	.
reggel	" "	.
nagyon	" "	.
kókadozott	""	.
,	" "	.
le	" "	p1
kellett	" "	.
vágni	" "	v1
egy	" "	.
bárányt	""	.
,	" "	.
prédába	" "	.
nem	" "	.
hagy	" "	.
az	" "	.
ember	" "	.
semmit	" "	.
akkor	" "	.
sem	""	.
,	" "	.
ha	" "	.
világbirodalom	" "	.
ura	" "	.
lesz	""	.
.	"\n"	.

Az	" "	.
őrrel	" "	.
fertelmesen	" "	.
ordítottak	" "	.
egymásra	""	.
,	" "	.
míg	" "	.
Annuska	" "	.
ki	" "	p1
nem	" "	.
rohant	" "	v1
,	" "	.
félre	" "	p2
nem	" "	.
tolta	" "	v2
az	" "	.
őrt	""	.
,	" "	.
és	" "	.
be	" "	p3
nem	" "	.
rántotta	" "	v3
Anzsut	" "	.
meg	" "	.
a	" "	.
képeket	" "	.
a	" "	.
kapun	""	.
.	"\n"	.

Elmondtam	" "	.
már	""	.
,	" "	.
milyenek	" "	.
voltunk	""	.
,	" "	.
s	" "	.
ebből	" "	.
megérthetitek	""	.
,	" "	.
hogy	" "	.
Bálint	" "	.
és	" "	.
az	" "	.
őrnagy	" "	.
miért	" "	.
csak	" "	.
nekem	" "	.
mondta	" "	.
meg	""	.
,	" "	.
hol	" "	.
van	" "	.
Henriett	""	.
,	" "	.
és	" "	.
miért	" "	.
hitte	" "	.
el	" "	.
nálunk	" "	.
mindenki	""	.
,	" "	.
amit	" "	.
Bálinték	" "	.
el	" "	p1
akartak	" "	.
hitetni	" "	v1
,	" "	.
hogy	" "	.
Henriett	" "	.
utánament	" "	.
a	" "	.
szüleinek	""	.
,	" "	.
és	" "	.
velük	" "	.
együtt	" "	.
elhagyta	" "	.
a	" "	.
várost	""	.
.	"\n"	.

Megint	" "	.
azt	" "	.
a	" "	.
kétségbeesést	" "	.
érezte	""	.
,	" "	.
amit	" "	.
már	" "	.
annyiszor	" "	.
át	" "	p1
kellett	" "	.
élnie	" "	v1
,	" "	.
mennyire	" "	.
nem	" "	.
számíthat	" "	.
senkire	" "	.
önmagán	" "	.
kívül	""	.
,	" "	.
s	" "	.
hogy	" "	.
egy	" "	.
négytagú	" "	.
családban	" "	.
milyen	" "	.
egymagára	" "	.
utaltan	" "	.
él	""	.
,	" "	.
voltaképpen	" "	.
milyen	" "	.
árván	""	.
.	"\n"	.

Hát	" "	.
oda	" "	.
dolgozhatnék	" "	.
a	" "	.
mama	""	.
,	" "	.
akár	" "	.
a	" "	.
szövetkezetben	" "	.
magában	""	.
,	" "	.
ott	" "	.
olyan	" "	.
viszonylag	" "	.
maga	" "	.
korabeliek	" "	.
vannak	""	.
,	" "	.
hetven	" "	.
körüliek	""	.
,	" "	.
de	" "	.
ha	" "	.
az	" "	.
fárasztaná	""	.
,	" "	.
ki	" "	p1
is	" "	.
adják	" "	v1
neki	" "	.
a	" "	.
munkát	""	.
,	" "	.
pepecselhet	" "	.
vele	" "	.
otthon	""	.
.	"\n"	.

Késő	" "	.
délután	" "	.
egyszer	" "	.
csak	" "	.
megjelenik	" "	.
József	""	.
,	" "	.
Jablonczay	" "	.
Lenke	" "	.
alig	" "	.
vet	" "	.
rá	" "	.
pillantást	""	.
,	" "	.
Szabó	" "	.
Elek	" "	.
annál	" "	.
figyelmesebben	" "	.
nézi	""	.
,	" "	.
mint	" "	.
aki	" "	.
fel	" "	p1
akarja	" "	.
mérni	" "	v1
,	" "	.
milyen	" "	.
emlékkel	" "	.
kell	" "	.
majd	" "	.
megküzdenie	""	.
.	"\n"	.

Komolyan	" "	.
beszélgetni	""	.
,	" "	.
elmagyarázni	""	.
,	" "	.
kiben	" "	.
mikor	" "	.
érett	" "	.
meg	" "	.
a	" "	.
felismerés	""	.
,	" "	.
hogy	" "	.
házasságot	" "	.
kellene	" "	.
kötniök	""	.
,	" "	.
persze	" "	.
nem	" "	.
volt	" "	.
alkalom	""	.
,	" "	.
de	" "	.
mire	" "	.
bevégezték	" "	.
az	" "	.
étkezést	""	.
,	" "	.
valahogy	" "	.
mindketten	" "	.
természetesnek	" "	.
találták	" "	.
már	""	.
,	" "	.
hogy	" "	.
Amalfi	" "	.
velük	" "	.
maradjon	""	.
,	" "	.
míg	" "	.
délutáni	" "	.
szolgálata	" "	.
meg	" "	p1
nem	" "	.
kezdődik	" "	v1
.	"\n"	.

Addig	" "	.
körmöl	""	.
,	" "	.
míg	" "	.
az	" "	.
újbóli	" "	.
és	" "	.
újbóli	" "	.
konyak	" "	.
adagok	" "	.
rá	" "	p1
nem	" "	.
hozzák	" "	v1
az	" "	.
álmosságot	""	.
.	"\n"	.

Már	" "	.
indul	" "	v1
is	" "	.
vissza	" "	p1
.	"\n"	.

Érdekes	""	.
,	" "	.
hogy	" "	.
ezzel	" "	.
a	" "	.
levelezéssel	" "	.
együtt	" "	.
olvasva	" "	.
Berzsenyi	" "	.
költeményeit	""	.
,	" "	.
azok	" "	.
egymást	" "	.
elragadóan	" "	.
gazdagítják	" "	.
és	" "	.
ki	" "	p1
is	" "	.
egészítik	" "	v1
.	"\n"	.

Nyakát	" "	.
hátraszegte	""	.
,	" "	.
derekát	" "	.
kifeszítette	""	.
,	" "	.
mert	" "	.
ott	" "	.
érezte	" "	.
szívében	" "	.
azt	" "	.
az	" "	.
erőt	""	.
,	" "	.
amely	" "	.
azt	" "	.
súgta	" "	.
neki	""	.
,	" "	.
hogy	" "	.
nincs	" "	.
a	" "	.
hadnagynak	" "	.
olyan	" "	.
feltétele	""	.
,	" "	.
amelyet	" "	.
most	" "	.
el	" "	p1
ne	" "	.
fogadna	" "	v1
boldogan	""	.
.	"\n"	.

De	" "	.
más	" "	.
tekintetben	" "	.
is	" "	.
pazarló	" "	.
módon	" "	.
viselte	" "	.
magát	""	.
,	" "	.
szólván	" "	.
is	" "	.
dagadozva	""	.
,	" "	.
mintha	" "	.
meg	" "	p1
akarná	" "	.
venni	" "	v1
az	" "	.
egész	" "	.
Hargitát	""	.
:	"\n"	.
Hazámban	""	.
,	" "	.
a	" "	.
Székelyföldön	" "	.
fel	" "	p2
vannak	" "	.
háborodva	" "	v2
.	"\n"	.

S	" "	.
így	" "	.
búslakodván	" "	.
érzetem	" "	.
csapkodásaiban	""	.
,	" "	.
kedves	" "	.
anyám	" "	.
jutott	" "	.
eszembe	""	.
,	" "	.
s	" "	.
el	" "	p1
is	" "	.
gondoltam	" "	v1
,	" "	.
hogy	" "	.
bezzeg	" "	.
az	" "	.
ő	" "	.
kies	" "	.
kertjében	" "	.
más	" "	.
gyümölcs	" "	.
termik	""	.
;	" "	.
s	" "	.
el	" "	p1
azt	" "	.
is	""	.
,	" "	.
hogy	" "	.
az	" "	.
a	" "	.
gyümölcs	" "	.
most	" "	.
jobb	" "	.
volna	" "	.
nekem	""	.
,	" "	.
mert	" "	.
anyám	" "	.
nem	" "	.
azt	" "	.
akarná	""	.
,	" "	.
hogy	" "	.
én	" "	.
álljak	" "	.
helyt	" "	.
a	" "	.
bajban	""	.
,	" "	.
hanem	" "	.
azt	" "	.
inkább	""	.
,	" "	.
hogy	" "	.
az	" "	.
öröm	" "	.
állja	" "	.
meg	" "	.
mellettem	" "	.
a	" "	.
helyét	""	.
.	"\n"	.

De	" "	.
ahogy	" "	.
oldozta	" "	.
volna	" "	.
a	" "	.
cipőt	""	.
,	" "	.
Mihályka	" "	.
elhúzta	" "	.
álmában	" "	.
a	" "	.
lábát	""	.
;	" "	.
majd	" "	.
azután	" "	.
is	" "	.
elhúzta	" "	.
folyton	""	.
,	" "	.
valahányszor	" "	.
az	" "	.
anyja	" "	.
le	" "	p1
akarta	" "	.
venni	" "	v1
róla	" "	.
a	" "	.
cipőt	""	.
.	"\n"	.

Adjál	" "	.
csak	" "	.
ide	" "	.
pénzt	""	.
:	" "	.
ne	" "	.
félj	""	.
,	" "	.
mindjárt	" "	.
meg	" "	p2
fogja	" "	.
mondani	" "	v2
a	" "	.
véleményét	" "	.
a	" "	.
kántor	" "	.
úr	""	.
.	"\n"	.

(	" "	.
Ez	" "	.
be	" "	p1
volt	" "	.
karikázva	" "	v1
.	""	.
)	"\n"	.

Másolt	""	.
:	" "	.
"	" "	.
Ma	" "	.
még	" "	.
én	" "	.
menjek	" "	.
át	""	.
...	""	.
!	" "	.
sóhajtotta	" "	.
Lipton	""	.
,	" "	.
és	" "	.
akkor	" "	.
a	" "	.
döntőben	" "	.
ki	" "	p1
is	" "	.
kaphatok	" "	v1
,	" "	.
42-42	" "	.
ponttal	" "	.
állunk	""	.
,	" "	.
A.A.A.A.	" "	.
és	" "	.
én	""	.
,	" "	.
és	" "	.
nem	" "	.
baj	" "	.
a	" "	.
második	" "	.
hely	""	.
.	"\n"	.

Ha	" "	.
meg	" "	p1
vagy	" "	.
fázva	" "	v1
,	" "	.
nem	" "	.
annyi	" "	.
már	""	.
,	" "	.
ha	" "	.
rá	" "	p2
is	" "	.
fázol	" "	v2
.	"\n"	.

De	" "	.
Jucika	" "	.
riadtan	" "	.
kapja	" "	v1
a	" "	.
kezét	" "	.
el	" "	p1
.	"\n"	.

Már	" "	.
ki	" "	p1
is	" "	.
derült	" "	v1
újra	" "	.
a	" "	.
képünk	" "	.
Rózsikával	""	.
.	"\n"	.

-	" "	.
Meg	" "	p0
,	" "	.
drágám	""	.
!	" "	.

Meg	" "	p0
!	"\n"	.
még	" "	.
egyszer	" "	.
sem	" "	.
sírta	" "	.
el	" "	.
magát	" "	.
én	" "	.
hiába	" "	.
zokogok	" "	.
a	" "	.
lyukas	" "	.
zoknikba	" "	.
a	" "	.
lyukakkal	" "	.
teli	" "	.
ólomteknőbe	" "	.
ki	" "	p1
kell	" "	.
várnom	" "	v1
gabit	" "	.
ahogy	" "	.
egyszer	" "	.
csak	" "	.
némán	" "	.
felsír	" "	.
zokog	" "	.
egész	" "	.
nap	" "	.
a	" "	.
rádióban	" "	.
én	" "	.
meg	" "	.
csapkodni	" "	.
kezdem	" "	.
a	" "	.
hasam	" "	.
úgy	" "	.
röhögök	" "	.
igen	" "	.
én	" "	.
is	" "	.
benne	" "	.
a	" "	.
rádióban	" "	.
úgy	" "	.
röhögök	" "	.
a	" "	.
boldogságtól	" "	.
hogy	" "	.
a	" "	.
gabi	" "	.
végre	" "	.
ismét	""	.
:	" "	.
sír.	" "	.
nem	" "	.
csak	" "	.
tisztábban	" "	.
okosabban	" "	.
tagol	" "	.
kevesebbet	" "	.
affektál	" "	.
s	" "	.
főleg	" "	.
nem	" "	.
patetizál	" "	.
hanem	" "	.
ismét	""	.
:	" "	.
sír.	" "	.
milyen	" "	.
szép	" "	.
lesz	" "	.
mennyire	" "	.
igazi	" "	.
reggel	" "	.
felcsapom	" "	.
a	" "	.
kossuthot	" "	.
és	" "	.
hallom	" "	.
benne	" "	.
ahogyan	" "	.
gabi	""	.
:	" "	.
sír.	" "	.
és	" "	.
aztán	" "	.
teszem	" "	.
szépen	" "	.
a	" "	.
dolgomat	" "	.
megyek	" "	.
ide-oda	" "	.
ólálkodok	" "	.
itt-ott	" "	.
néha	" "	.
talán	" "	.
fel	" "	p2
is	" "	.
jegyzek	" "	v2
valamit	" "	.
de	" "	.
közben	" "	.
tudom	" "	.
ha	" "	.
hazaérek	" "	.
s	" "	.
ismét	" "	.
felcsapom	" "	.
a	" "	.
kossuthot	" "	.
hallani	" "	.
fogom	" "	.
benne	" "	.
ahogyan	" "	.
gabi	""	.
:	" "	.
sír.	" "	.
és	" "	.
hát	" "	.
ez	" "	.
persze	" "	.
többek	" "	.
között	""	.
:	" "	.
olyan	" "	.
kosztolányis	" "	.
is.	" "	.
a	" "	.
nagysikerű	" "	.
előadás	" "	.
másnapján	" "	.
a	" "	.
következő	" "	.
sorokat	" "	.
olvashattuk	" "	.
a	" "	.
magyar	" "	.
szó-ban	""	.
:	"\n"	.
Állva	" "	.
alvók	""	.
.	" "	.

Fel	" "	p1
vannak	" "	.
függesztve	" "	v1
,	" "	.
mint	" "	.
a	" "	.
lampionok	""	.
.	"\n"	.

Tulajdonképpen	""	.
,	" "	.
ők	" "	.
ily	" "	.
önzetlenül	" "	.
ajándékozgatják	" "	.
egymást	" "	.
mindaddig	""	.
,	" "	.
mígcsak	" "	.
fel	" "	p1
nem	" "	.
cseperednek	" "	v1
és	" "	.
képzeletük	" "	.
el	" "	p2
nem	" "	.
romlik	" "	v2
.	"\n"	.

[	""	.
2	""	.
]	" "	.
Az	" "	.
idegen	" "	.
állampolgárok	" "	.
és	" "	.
a	" "	.
hontalanok	" "	.
csakis	" "	.
valamely	" "	.
nemzetközi	" "	.
megállapodás	" "	.
alapján	" "	.
vagy	" "	.
a	" "	.
kölcsönösség	" "	.
feltételei	" "	.
között	" "	.
adhatók	" "	v1
ki	" "	p1
.	"\n"	.

[	""	.
4	""	.
]	" "	.
A	" "	.
kormány	" "	.
által	" "	.
elfogadott	" "	.
határozatokat	" "	.
és	" "	.
rendeleteket	" "	.
alá	" "	p1
kell	" "	.
írnia	" "	v1
a	" "	.
miniszterelnöknek	" "	.
és	" "	.
ellenjegyezniük	" "	.
kell	" "	.
az	" "	.
alkalmazásba	" "	.
tételükre	" "	.
kötelezett	" "	.
minisztereknek	""	.
,	" "	.
és	" "	.
azokat	" "	.
közzé	" "	p2
kell	" "	.
tenni	" "	v2
Románia	" "	.
Hivatalos	" "	.
Közlönyében	""	.
.	"\n"	.

Figyelemmel	" "	.
arra	""	.
,	" "	.
hogy	" "	.
ilyen	" "	.
esetek	" "	.
a	" "	.
gyakorlatban	" "	.
számos	" "	.
alkalommal	" "	.
és	" "	.
élethelyzetben	" "	.
fordulnak	""	.
,	" "	.
illetve	" "	.
fordulhatnak	" "	.
elő	""	.
,	" "	.
az	" "	.
az	" "	.
álláspontunk	""	.
,	" "	.
hogy	" "	.
a	" "	.
jogalkotónak	" "	.
egyértelműen	" "	.
meg	" "	p1
kell	" "	.
határoznia	" "	v1
a	" "	.
konfliktusok	" "	.
esetén	" "	.
követendő	" "	.
eljárás	" "	.
-	" "	.
"	" "	.
egyeztetés	" "	.
"	" "	.
-	" "	.
szabályait	""	.
,	" "	.
és	" "	.
ki	" "	p2
kell	" "	.
mondania	" "	v2
azt	""	.
,	" "	.
hogy	" "	.
az	" "	.
egyetértési	""	.
,	" "	.
illetőleg	" "	.
véleményezési	" "	.
jog	" "	.
figyelmen	" "	.
kívül	" "	.
hagyásával	" "	.
hozott	" "	.
döntésekhez	" "	.
milyen	" "	.
jogkövetkezmény	" "	.
fűződik	""	.
.	"\n"	.

Sokszor	" "	.
mereven	" "	.
értelmezték	""	.
,	" "	.
adott	" "	.
esetben	" "	.
a	" "	.
gyermek	" "	.
ellen	" "	.
fordították	" "	.
azokban	" "	.
azt	" "	.
a	" "	.
gyermekvédelmi	" "	.
törvényben	" "	.
deklarált	" "	.
elvet	" "	.
is	""	.
,	" "	.
amely	" "	.
szerint	" "	.
"	" "	.
szociális	" "	.
okból	" "	.
gyermek	" "	.
nem	" "	.
emelhető	" "	v1
ki	" "	p1
a	" "	.
családból	" "	.
"	""	.
.	"\n"	.

Békéscsabát	" "	.
fel	" "	p1
kell	" "	.
zárkóztatnunk	" "	v1
először	" "	.
Magyarországhoz	""	.
,	" "	.
hogy	" "	.
2002-ben	" "	.
ott	" "	.
lehessünk	" "	.
az	" "	.
unió	" "	.
szintjén	" "	.
-	" "	.
még	" "	.
ha	" "	.
az	" "	.
egyik	" "	.
legalsó	" "	.
szinten	" "	.
is	""	.
.	"\n"	.

Én	" "	.
azt	" "	.
mondtam	" "	.
el	" "	.
kompromisszumként	""	.
,	" "	.
hogy	" "	.
jogtechnikailag	" "	.
az	" "	.
pontosan	" "	.
olyan	" "	.
megoldás	" "	.
lesz	" "	.
számomra	""	.
,	" "	.
hogy	" "	.
valamennyi	" "	.
esetben	" "	.
-	" "	.
erre	" "	.
mondtam	" "	.
azt	""	.
,	" "	.
hogy	" "	.
más	" "	.
papírt	" "	.
kell	" "	.
írnunk	" "	.
sok	" "	.
száz	" "	.
beszerzésnél	" "	.
-	" "	.
meg	" "	p1
lesz	" "	.
említve	" "	v1
a	" "	.
(	""	.
3)	" "	.
bekezdésben	" "	.
eredetileg	" "	.
szereplő	" "	.
tárgyköre	" "	.
a	" "	.
bizottsági	" "	.
véleményalkotásnak	""	.
.	"\n"	.

Úgy	" "	.
tudom	""	.
,	" "	.
hogy	" "	.
a	" "	.
személyi	" "	.
ügyeket	" "	.
általában	" "	.
zárt	" "	.
ülésen	" "	.
szokták	" "	.
tárgyalni	""	.
,	" "	.
kivéve	" "	.
akkor	""	.
,	" "	.
ha	" "	.
az	" "	.
érintett	" "	.
felek	" "	.
beleegyeznek	" "	.
a	" "	.
nyílt	" "	.
ülésbe	""	.
.	" "	.

Meg	" "	p1
kell	" "	.
mondanom	" "	v1
,	" "	.
most	" "	.
nem	" "	.
látom	""	.
,	" "	.
hogy	" "	.
van	" "	.
-e	" "	.
ilyen	" "	.
nyilatkozat	""	.
.	"\n"	.

Ezeket	" "	.
az	" "	.
áremeléseket	" "	.
a	" "	.
kórházaknak	" "	.
ki	" "	p1
kellett	" "	.
fizetni	" "	v1
,	" "	.
ugyanakkor	" "	.
a	" "	.
visszapótlás	" "	.
csak	" "	.
20	" "	.
százalék	" "	.
értékben	" "	.
történt	" "	.
meg	""	.
.	"\n"	.

A	" "	.
kihívásokról	" "	.
nem	" "	.
szeretnék	" "	.
beszélni	""	.
,	" "	.
a	" "	.
listák	" "	.
a	" "	.
képernyőn	" "	.
is	" "	.
megjelentek	""	.
,	" "	.
verbálisan	" "	.
a	" "	.
szövegben	" "	.
is	" "	.
olvashatóak	" "	.
voltak	""	.
,	" "	.
hármat	" "	.
azonban	" "	.
-	" "	.
úgy	" "	.
érzem	" "	.
-	" "	.
külön	" "	.
is	" "	.
meg	" "	p1
kell	" "	.
említenünk	" "	v1
,	" "	.
mert	" "	.
ezek	" "	.
nagyon	" "	.
jelentősen	" "	.
meghatározzák	" "	.
az	" "	.
Általános	" "	.
Rendezési	" "	.
Tervet	""	.
.	"\n"	.

Lehetőleg	" "	.
el	" "	p1
kellene	" "	.
kerülni	" "	v1
,	" "	.
hogy	" "	.
olyan	" "	.
jogértelmezési	" "	.
kérdésekbe	" "	.
bonyolódjunk	""	.
,	" "	.
mint	" "	.
hogy	" "	.
a	" "	.
közgyűlési	" "	.
határozatot	" "	.
a	" "	.
Tulajdonosi	" "	.
Bizottság	" "	.
betartotta	" "	.
-e	" "	.
vagy	" "	.
sem	""	.
,	" "	.
hisz	" "	.
éppen	" "	.
ezért	" "	.
javasolta	" "	.
a	" "	.
bizottság	" "	.
a	" "	.
2.	" "	.
határozati	" "	.
javaslatot	""	.
,	" "	.
hogy	" "	.
most	" "	.
konkrétan	" "	.
próbáljunk	" "	.
meg	" "	.
előrejutni	" "	.
ebben	" "	.
a	" "	.
kérdésben	""	.
.	"\n"	.

Azt	""	.
,	" "	.
hogy	" "	.
mi	" "	.
módon	" "	.
teszi	" "	v1
ezt	" "	.
meg	" "	p1
a	" "	.
koalíció	" "	.
vagy	" "	.
mi	" "	.
módon	" "	.
nem	""	.
,	" "	.
azzal	" "	.
van	""	.
,	" "	.
amikor	" "	.
egyetértünk	""	.
,	" "	.
és	" "	.
van	""	.
,	" "	.
amikor	" "	.
nem	""	.
.	"\n"	.

Kettő	""	.
:	" "	.
ha	" "	.
arra	" "	.
gondolna	""	.
,	" "	.
amire	" "	.
elvileg	" "	.
gondolhatna	" "	.
egy	" "	.
teljesen	" "	.
más	" "	.
tényállás	" "	.
esetén	""	.
,	" "	.
a	" "	.
ki	" "	p1
nem	" "	.
küldött	" "	v1
anyag	" "	.
napirendre	" "	.
vételéről	""	.
,	" "	.
az	" "	.
most	" "	.
nem	" "	.
áll	" "	.
fenn	""	.
.	"\n"	.

Azt	" "	.
is	" "	.
el	" "	p1
kell	" "	.
mondanom	" "	v1
,	" "	.
számomra	" "	.
öröm	" "	.
az	""	.
,	" "	.
hogy	" "	.
-	" "	.
bár	" "	.
kormánypárt	" "	.
és	" "	.
ellenzék	""	.
,	" "	.
nyilván	" "	.
fővárosi	" "	.
szinten	" "	.
is	""	.
,	" "	.
számos	" "	.
alkalommal	" "	.
összecsap	" "	.
-	" "	.
amikor	" "	.
arról	" "	.
van	" "	.
szó	""	.
,	" "	.
hogy	" "	.
a	" "	.
főváros	" "	.
közbiztonsági	" "	.
helyzetét	""	.
,	" "	.
a	" "	.
főkapitány	" "	.
úr	" "	.
beszámolóját	" "	.
tárgyaljuk	""	.
,	" "	.
akkor	" "	.
ebben	" "	.
a	" "	.
kérdésben	" "	.
a	" "	.
felelősségünkre	" "	.
alapozva	" "	.
végül	" "	.
is	" "	.
egy	" "	.
irányba	" "	.
tudunk	" "	.
menetelni	""	.
.	"\n"	.

De	" "	.
ha	" "	.
valóban	" "	.
lenne	" "	.
ilyen	""	.
,	" "	.
ennyire	" "	.
speciálisan	" "	.
ezekre	" "	.
a	" "	.
feladatokra	" "	.
szakosodott	" "	.
iskola	""	.
,	" "	.
ezek	" "	.
a	" "	.
gyerekek	""	.
,	" "	.
akik	" "	.
súlyos	" "	.
hátrányokkal	" "	.
küszködnek	""	.
,	" "	.
nagyon	" "	.
nehezen	" "	.
viselnék	" "	.
el	""	.
,	" "	.
ha	" "	.
át	" "	p1
kellene	" "	.
menniük	" "	v1
új	" "	.
közösségbe	""	.
,	" "	.
új	" "	.
iskolába	""	.
.	"\n"	.

Az	" "	.
első	" "	.
módosító	" "	.
javaslat	" "	.
Marsi	" "	.
Péter	" "	.
Páltól	" "	.
származik	""	.
,	" "	.
amely	" "	.
csak	" "	.
írásban	" "	.
került	" "	.
elénk	""	.
,	" "	.
úgyhogy	" "	.
fel	" "	p1
kell	" "	.
olvasnom	" "	v1
.	"\n"	.

Egyet	" "	.
nagyon	" "	.
határozottan	" "	.
el	" "	p1
kell	""	.
,	" "	.
hogy	" "	.
hárítsak	" "	v1
:	" "	.
akkor	" "	.
mi	" "	.
nem	" "	.
tartoztunk	" "	.
a	" "	.
kormányzó	" "	.
pártok	" "	.
közé	""	.
.	"\n"	.

Mivel	" "	.
ezt	" "	.
a	" "	.
módosító	""	.
-	""	.
javaslat	""	.
-	""	.
csomagot	" "	.
most	" "	.
kaptam	" "	.
meg	""	.
,	" "	.
természetesen	" "	.
fel	" "	p1
fogom	" "	.
olvasni	" "	v1
,	" "	.
ahogy	" "	.
ez	" "	.
ilyenkor	" "	.
szokott	" "	.
lenni	""	.
.	"\n"	.

Tehát	" "	.
ezen	" "	.
a	" "	.
területen	" "	.
a	" "	.
felszíni	" "	.
tömegközlekedés	" "	.
korszerűsítését	""	.
,	" "	.
az	" "	.
e	" "	.
hhez	" "	.
szükséges	" "	.
felszínrendbetételt	""	.
,	" "	.
mindent	" "	.
meg	" "	p1
kellene	" "	.
csinálni	" "	v1
.	"\n"	.

Tehát	" "	.
egy	" "	.
olyan	" "	.
felvetést	" "	.
tett	" "	.
az	" "	.
illető	""	.
,	" "	.
amit	" "	.
valószínűleg	" "	.
vissza	" "	p1
fog	" "	.
vonni	" "	v1
,	" "	.
mert	" "	.
csacsiság	" "	.
